province,city,price,living_space,bathroom_number,bedroom_number,built_year,year,Bangkok,NakhonPathom,Nonthaburi,PathumThani,SamutPrakarn,SamutSakhon
Bangkok,Bang Rak,10000000,47,1,1,2012,10,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,51,1,1,2012,10,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,62,1,1,2015,7,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,30,1,1,2016,6,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,43,1,1,2016,6,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,45.5,1,2,2016,6,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,45,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,46,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,46,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,46,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,40,1,1,2022,0,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,34,1,1,2020,2,1,0,0,0,0,0
Bangkok,Din Daeng,10000000,52,1,2,2018,4,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,47,1,1,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,58.15,1,2,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,77,1,2,2015,7,1,0,0,0,0,0
Bangkok,Khlong San,10000000,55,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,10000000,62.72,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,10000000,69,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,10000000,69,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,10000000,69,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,50,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,50,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,50,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,52,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,52,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,57,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,1,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,56,1,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,56,1,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,56,1,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,58,1,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,52,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,60,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,60,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,60,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,62,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,80,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,80,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,80,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,65,1,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,35,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,52,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,53,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,1,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,48.11,1,1,2016,6,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,50,1,1,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,58,1,1,2018,4,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,44,1,1,2020,2,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,52.66,1,2,2020,2,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,62,1,1,2014,8,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,50,1,1,2015,7,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,47,1,0,2017,5,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,33,1,1,2017,5,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,45,1,1,2017,5,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,45,1,1,2017,5,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,45,1,1,2017,5,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,47,1,1,2017,5,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,40,1,1,2018,4,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,33.5,1,0,2019,3,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,67,1,1,2019,3,1,0,0,0,0,0
Bangkok,Pathum Wan,10000000,35,1,1,2020,2,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,55,1,1,2013,9,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,48,1,1,2015,7,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,56,1,2,2015,7,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,47.5,1,2,2018,4,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,44,1,2,2019,3,1,0,0,0,0,0
Bangkok,Watthana,10000000,51.12,1,1,2012,10,1,0,0,0,0,0
Bangkok,Watthana,10000000,65,1,1,2012,10,1,0,0,0,0,0
Bangkok,Watthana,10000000,43,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,52,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,52,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,52,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,54,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,55,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,61,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,61,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,60,1,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,61,1,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,61,1,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,63,1,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,63,1,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,91,1,1,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,39.98,1,1,2017,5,1,0,0,0,0,0
Bangkok,Watthana,10000000,39.98,1,1,2017,5,1,0,0,0,0,0
Bangkok,Watthana,10000000,40,1,1,2017,5,1,0,0,0,0,0
Bangkok,Watthana,10000000,45,1,1,2017,5,1,0,0,0,0,0
Bangkok,Watthana,10000000,37,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,44,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,44,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,48,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,48,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,48,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,48,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,35,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,10000000,36,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,10000000,40,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,10000000,44.75,1,2,2019,3,1,0,0,0,0,0
Bangkok,Watthana,10000000,45,1,2,2019,3,1,0,0,0,0,0
Bangkok,Watthana,10000000,34.7,1,1,2020,2,1,0,0,0,0,0
Bangkok,Watthana,10000000,35,1,1,2020,2,1,0,0,0,0,0
Bangkok,Watthana,10000000,45,1,1,2020,2,1,0,0,0,0,0
Bangkok,Watthana,10000000,50,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,65,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,66,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,66,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,66,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,66,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,70,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,70,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,10000000,59,2,2,2014,8,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,63,2,2,2013,9,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,55.44,2,2,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,59,2,2,2018,4,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,54,2,2,2020,2,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,75,2,2,2020,2,1,0,0,0,0,0
Bangkok,Chatuchak,10000000,60,2,2,2021,1,1,0,0,0,0,0
Bangkok,Din Daeng,10000000,68,2,2,2016,6,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,62,2,2,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,85,2,2,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,86,2,3,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,54,2,2,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,106,2,2,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,96,2,3,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,52,2,2,2017,5,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,53,2,2,2017,5,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,53,2,2,2017,5,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,53,2,2,2017,5,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,53,2,2,2017,5,1,0,0,0,0,0
Bangkok,Huai Khwang,10000000,53,2,2,2017,5,1,0,0,0,0,0
Bangkok,Khlong San,10000000,93,2,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,10000000,106,2,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,10000000,74,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong San,10000000,84,2,2,2021,1,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,65,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,65,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,68,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,82,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,82,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,82,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,82,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,82,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,82,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,69,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,68,2,2,2016,6,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,55,2,2,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,73,2,2,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,54,2,2,2018,4,1,0,0,0,0,0
Bangkok,Khlong Toei,10000000,66,2,2,2018,4,1,0,0,0,0,0
Bangkok,Phaya Thai,10000000,68,2,2,2014,8,1,0,0,0,0,0
Bangkok,Phaya Thai,10000000,69,2,2,2014,8,1,0,0,0,0,0
Bangkok,Phaya Thai,10000000,55,2,2,2016,6,1,0,0,0,0,0
Bangkok,Phra Khanong,10000000,78,2,2,2018,4,1,0,0,0,0,0
Bangkok,Phra Khanong,10000000,64.4,2,2,2020,2,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,68,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,69,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,69,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,74,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,88,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,88,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,88,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,88,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,80.77,2,2,2013,9,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,89,2,2,2013,9,1,0,0,0,0,0
Bangkok,Ratchathewi,10000000,67,2,2,2016,6,1,0,0,0,0,0
Bangkok,Sathon,10000000,109,2,2,2012,10,1,0,0,0,0,0
Bangkok,Sathon,10000000,60,2,2,2014,8,1,0,0,0,0,0
Bangkok,Sathon,10000000,60,2,2,2014,8,1,0,0,0,0,0
Bangkok,Sathon,10000000,60.5,2,2,2014,8,1,0,0,0,0,0
Bangkok,Sathon,10000000,61,2,2,2014,8,1,0,0,0,0,0
Bangkok,Sathon,10000000,73,2,2,2014,8,1,0,0,0,0,0
Bangkok,Sathon,10000000,66,2,2,2015,7,1,0,0,0,0,0
Bangkok,Sathon,10000000,69,2,2,2015,7,1,0,0,0,0,0
Bangkok,Sathon,10000000,69,2,2,2015,7,1,0,0,0,0,0
Bangkok,Sathon,10000000,66,2,2,2016,6,1,0,0,0,0,0
Bangkok,Sathon,10000000,66,2,2,2016,6,1,0,0,0,0,0
Bangkok,Sathon,10000000,66,2,2,2016,6,1,0,0,0,0,0
Bangkok,Sathon,10000000,66,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,10000000,125,2,3,2012,10,1,0,0,0,0,0
Bangkok,Watthana,10000000,69,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,75,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,80,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,80.71,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,81,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,81.88,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,107,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,10000000,92,2,1,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,59,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,62,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,70,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,73,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,82,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,84,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,91,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,91.8,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,118,2,3,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,59,2,2,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,96,2,2,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,96,2,2,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,96,2,2,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,96,2,2,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,96,2,2,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,96,2,2,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,62,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,10000000,65,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,10000000,50.6,2,2,2017,5,1,0,0,0,0,0
Bangkok,Watthana,10000000,68,2,2,2017,5,1,0,0,0,0,0
Bangkok,Watthana,10000000,58,2,2,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,58.54,2,2,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,60,2,2,2018,4,1,0,0,0,0,0
Bangkok,Watthana,10000000,51,2,2,2020,2,1,0,0,0,0,0
Bangkok,Watthana,10000000,54,2,2,2020,2,1,0,0,0,0,0
Bangkok,Yan Nawa,10000000,100,2,2,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,10000000,68,2,2,2016,6,1,0,0,0,0,0
Nonthaburi,Muang Nonthaburi,10000000,158,3,3,2013,9,0,0,1,0,0,0
Bangkok,Huai Khwang,10000000,99,3,3,2015,7,1,0,0,0,0,0
Bangkok,Sathon,10000000,130,3,3,2015,7,1,0,0,0,0,0
Bangkok,Watthana,10000000,175,3,3,2014,8,1,0,0,0,0,0
Bangkok,Watthana,10000000,125,3,3,2018,4,1,0,0,0,0,0
Bangkok,Pathum Wan,9999999,45,1,1,2015,7,1,0,0,0,0,0
Bangkok,Yan Nawa,9999999,145,2,2,2021,1,1,0,0,0,0,0
Bangkok,Khlong Toei,9999000,46,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9999000,46,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9999000,46.5,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9999000,40,1,2,2021,1,1,0,0,0,0,0
Bangkok,Huai Khwang,9998528,79,2,2,2013,9,1,0,0,0,0,0
Bangkok,Pathum Wan,9996000,43,1,1,2018,4,1,0,0,0,0,0
Bangkok,Din Daeng,9991000,30,1,1,2020,2,1,0,0,0,0,0
Bangkok,Watthana,9991000,46,1,2,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,56,1,1,2013,9,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,56,1,1,2014,8,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,49,1,1,2016,6,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,49,1,1,2016,6,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,48,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,48,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,47,1,2,2022,0,1,0,0,0,0,0
Bangkok,Huai Khwang,9990000,68,1,2,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,9990000,69,1,2,2015,7,1,0,0,0,0,0
Bangkok,Khlong San,9990000,69,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,9990000,69,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong San,9990000,69,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,52,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,57,1,2,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,46,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,39,1,0,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,45,1,1,2016,6,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,53,1,2,2018,4,1,0,0,0,0,0
Bangkok,Pathum Wan,9990000,33.5,1,0,2017,5,1,0,0,0,0,0
Bangkok,Ratchathewi,9990000,54.64,1,1,2014,8,1,0,0,0,0,0
Bangkok,Ratchathewi,9990000,47,1,2,2019,3,1,0,0,0,0,0
Bangkok,Sathon,9990000,54.85,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thawi Watthana,9990000,39,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,9990000,44,1,1,2014,8,1,0,0,0,0,0
Bangkok,Watthana,9990000,42,1,1,2017,5,1,0,0,0,0,0
Bangkok,Watthana,9990000,47,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,9990000,34,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,9990000,45,1,2,2020,2,1,0,0,0,0,0
Bangkok,Watthana,9990000,43,1,1,2022,0,1,0,0,0,0,0
Bangkok,Watthana,9990000,43,1,1,2022,0,1,0,0,0,0,0
Bangkok,Watthana,9990000,43,1,1,2022,0,1,0,0,0,0,0
Bangkok,Watthana,9990000,43,1,1,2022,0,1,0,0,0,0,0
Bangkok,Watthana,9990000,43,1,1,2022,0,1,0,0,0,0,0
Bangkok,Bang Rak,9990000,66,2,2,2013,9,1,0,0,0,0,0
Bangkok,Huai Khwang,9990000,101,2,3,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,9990000,53,2,2,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,53,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,53,2,2,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,70,2,2,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,9990000,70,2,2,2014,8,1,0,0,0,0,0
Bangkok,Ratchathewi,9990000,66,2,2,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,9990000,82,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9990000,59,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9990000,65,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9990000,77.48,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9990000,77.48,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9990000,105,2,2,2014,8,1,0,0,0,0,0
Bangkok,Watthana,9990000,75,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,9990000,75,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,9990000,75,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,9990000,68,2,2,2017,5,1,0,0,0,0,0
Bangkok,Watthana,9990000,40,2,2,2021,1,1,0,0,0,0,0
Bangkok,Pathum Wan,9985000,33,1,0,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,9984210,45,1,1,2021,1,1,0,0,0,0,0
Bangkok,Watthana,9980700,45,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Rak,9980000,52,1,1,2020,2,1,0,0,0,0,0
Bangkok,Phaya Thai,9980000,52,1,1,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,9980000,70,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,9980000,64,1,1,2013,9,1,0,0,0,0,0
Bangkok,Sathon,9980000,64,1,1,2013,9,1,0,0,0,0,0
Bangkok,Chatuchak,9980000,78,2,1,2012,10,1,0,0,0,0,0
Bangkok,Watthana,9978600,35,1,1,2021,1,1,0,0,0,0,0
Bangkok,Watthana,9978600,35,1,1,2021,1,1,0,0,0,0,0
Bangkok,Khlong Toei,9970000,52.66,1,2,2020,2,1,0,0,0,0,0
Bangkok,Watthana,9970000,48,1,1,2020,2,1,0,0,0,0,0
Bangkok,Ratchathewi,9970000,58,2,2,2019,3,1,0,0,0,0,0
Bangkok,Khlong Toei,9968537,54.36,1,1,2016,6,1,0,0,0,0,0
Bangkok,Watthana,9967611,34,1,1,2018,4,1,0,0,0,0,0
Bangkok,Bang Rak,9960000,36,1,1,2016,6,1,0,0,0,0,0
Bangkok,Pathum Wan,9954000,77,2,2,2012,10,1,0,0,0,0,0
Bangkok,Din Daeng,9950000,42,1,1,2020,2,1,0,0,0,0,0
Bangkok,Huai Khwang,9950000,68,1,2,2015,7,1,0,0,0,0,0
Bangkok,Khlong Toei,9950000,52,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,9950000,45,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9950000,66,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9950000,69,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,9950000,54,1,2,2019,3,1,0,0,0,0,0
Bangkok,Pathum Wan,9950000,33,1,1,2017,5,1,0,0,0,0,0
Bangkok,Phra Khanong,9950000,52,1,2,2017,5,1,0,0,0,0,0
Bangkok,Sathon,9950000,104,1,1,2012,10,1,0,0,0,0,0
Bangkok,Watthana,9950000,53,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9950000,46,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,9950000,47,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,9950000,42,1,1,2019,3,1,0,0,0,0,0
Bangkok,Bang Kho Laem,9950000,77,2,2,2014,8,1,0,0,0,0,0
Bangkok,Chatuchak,9950000,61,2,2,2020,2,1,0,0,0,0,0
Bangkok,Chatuchak,9950000,61,2,2,2020,2,1,0,0,0,0,0
Bangkok,Khlong Toei,9950000,54,2,2,2018,4,1,0,0,0,0,0
Bangkok,Phaya Thai,9950000,60,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,9950000,68,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9950000,68,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9950000,69,2,2,2013,9,1,0,0,0,0,0
Bangkok,Watthana,9950000,73,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,9950000,55,2,2,2020,2,1,0,0,0,0,0
Bangkok,Watthana,9944400,35,1,1,2021,1,1,0,0,0,0,0
Bangkok,Watthana,9944400,35,1,1,2021,1,1,0,0,0,0,0
Bangkok,Khlong Toei,9944000,47,1,1,2013,9,1,0,0,0,0,0
Bangkok,Ratchathewi,9944000,50,1,1,2015,7,1,0,0,0,0,0
Bangkok,Ratchathewi,9930000,51.5,1,2,2022,0,1,0,0,0,0,0
Bangkok,Sathon,9930000,64,2,2,2016,6,1,0,0,0,0,0
Bangkok,Watthana,9930000,80,2,2,2013,9,1,0,0,0,0,0
Bangkok,Din Daeng,9920000,38,1,1,2020,2,1,0,0,0,0,0
