province,city,price,living_space,bathroom_number,bedroom_number,built_year,year,Bangkok,NakhonPathom,Nonthaburi,PathumThani,SamutPrakarn,SamutSakhon
Bangkok,Khlong Toei,3100000,41.26,1,1,2012,10,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,29,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,30.84,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,32,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,32,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,32,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,32,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,32,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,38,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,38,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,38,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,38,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,38.33,1,1,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,24,1,0,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,28,1,1,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,28,1,1,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,25.7,1,0,2019,3,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,26.53,1,1,2019,3,1,0,0,0,0,0
Bangkok,Khlong Toei,3100000,28,1,0,2020,2,1,0,0,0,0,0
Bangkok,Lat Phrao,3100000,31.37,1,1,2017,5,1,0,0,0,0,0
Bangkok,Min Buri,3100000,34.7,1,1,2017,5,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,32,1,1,2015,7,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,32,1,1,2015,7,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,34.5,1,1,2015,7,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,31,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,31,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,34.5,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,34.5,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,35,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,35,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,32.63,1,0,2020,2,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,30.6,1,1,2020,2,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,31.75,1,1,2020,2,1,0,0,0,0,0
Bangkok,Phasi Charoen,3100000,32,1,1,2020,2,1,0,0,0,0,0
Bangkok,Phaya Thai,3100000,33,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phaya Thai,3100000,28,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phaya Thai,3100000,38,1,1,2017,5,1,0,0,0,0,0
Bangkok,Phaya Thai,3100000,27,1,0,2018,4,1,0,0,0,0,0
Bangkok,Phaya Thai,3100000,33,1,1,2018,4,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,61.46,1,1,2012,10,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,41,1,1,2013,9,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,42,1,1,2013,9,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,42,1,1,2013,9,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,21,1,0,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,21,1,0,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,22,1,0,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,22,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,32,1,1,2017,5,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,26,1,1,2018,4,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,28,1,1,2019,3,1,0,0,0,0,0
Bangkok,Phra Khanong,3100000,33,1,1,2019,3,1,0,0,0,0,0
Bangkok,Prawet,3100000,36,1,1,2017,5,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,38,1,1,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,38,1,1,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,38.4,1,1,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,39,1,1,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,40.86,1,1,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,22,1,0,2016,6,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,22,1,0,2016,6,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,22,1,0,2016,6,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,22,1,1,2016,6,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,23,1,0,2017,5,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,26,1,0,2020,2,1,0,0,0,0,0
Bangkok,Ratchathewi,3100000,25,1,1,2021,1,1,0,0,0,0,0
Bangkok,Sai Mai,3100000,30.58,1,1,2020,2,1,0,0,0,0,0
Bangkok,Sathon,3100000,26,1,0,2013,9,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,0,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,27,1,1,2014,8,1,0,0,0,0,0
Bangkok,Sathon,3100000,29,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,32,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,32,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,33,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,33,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,33,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,33,1,1,2015,7,1,0,0,0,0,0
Bangkok,Sathon,3100000,33,1,1,2015,7,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,35,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,35,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,35,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,35,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,38.5,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,42,1,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,43,1,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,32,1,1,2015,7,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,32.5,1,1,2015,7,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,28,1,1,2018,4,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,30,1,1,2018,4,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,29,1,1,2019,3,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,30,1,1,2019,3,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,30,1,1,2019,3,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,30,1,1,2019,3,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,55,1,1,2012,10,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,31,1,1,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,34,1,1,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,35,1,1,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,51.57,1,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,51.57,1,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,63.57,1,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,67,1,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,67,1,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,67,1,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,35.42,1,1,2014,8,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,35,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,39,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,28,1,1,2017,5,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,30,1,1,2017,5,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,30,1,1,2017,5,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,26,1,1,2018,4,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,26,1,1,2018,4,1,0,0,0,0,0
Bangkok,Watthana,3100000,23,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,33,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,35,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3100000,50,1,1,2014,8,1,0,0,0,0,0
Bangkok,Watthana,3100000,25,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,25,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,26,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,26,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,26,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,27.21,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,29,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30.37,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30.47,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30.47,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30.47,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,30.47,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3100000,32,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,3100000,23,1,0,2020,2,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,28.74,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,28.74,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,29,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,29,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32.54,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32.54,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,32.54,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,33,1,1,2012,10,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,46.98,1,1,2013,9,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,29,1,1,2015,7,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,34,1,1,2016,6,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,34,1,1,2016,6,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,34,1,1,2016,6,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,34,1,1,2016,6,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,35,1,1,2016,6,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,35,1,1,2016,6,1,0,0,0,0,0
Bangkok,Yan Nawa,3100000,35,1,0,2018,4,1,0,0,0,0,0
Samut Prakarn,Muang Samut Prakarn,3100000,66,2,2,2013,9,0,0,0,0,1,0
Nonthaburi,Bang Yai,3100000,48,2,2,2018,4,0,0,1,0,0,0
Nonthaburi,Muang Nonthaburi,3100000,60,2,1,2012,10,0,0,1,0,0,0
Bangkok,Bang Na,3100000,52,2,2,2012,10,1,0,0,0,0,0
Bangkok,Bang Na,3100000,55.8,2,2,2012,10,1,0,0,0,0,0
Bangkok,Bang Sue,3100000,56,2,2,2017,5,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,45,2,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,45,2,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,45,2,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,45,2,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,45,2,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,45,2,2,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3100000,45,2,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3100000,53,2,2,2013,9,1,0,0,0,0,0
Bangkok,Bang Na,3099000,27,1,0,2017,5,1,0,0,0,0,0
Bangkok,Bang Na,3099000,27,1,1,2017,5,1,0,0,0,0,0
Bangkok,Khlong Toei,3099000,38.33,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phaya Thai,3099000,25,1,1,2018,4,1,0,0,0,0,0
Bangkok,Phra Khanong,3098160,43,1,2,2018,4,1,0,0,0,0,0
Bangkok,Bang Na,3094000,25,1,1,2020,2,1,0,0,0,0,0
Bangkok,Chatuchak,3094000,28,1,1,2019,3,1,0,0,0,0,0
Bangkok,Khlong Toei,3093000,38,1,1,2014,8,1,0,0,0,0,0
Bangkok,Ratchathewi,3093000,21,1,1,2016,6,1,0,0,0,0,0
Bangkok,Sathon,3093000,32,1,1,2015,7,1,0,0,0,0,0
Bangkok,Suan Luang,3090824,31,1,1,2016,6,1,0,0,0,0,0
Bangkok,Suan Luang,3090824,31,1,1,2016,6,1,0,0,0,0,0
Bangkok,Suan Luang,3090824,31,1,1,2016,6,1,0,0,0,0,0
Bangkok,Suan Luang,3090824,31,1,1,2016,6,1,0,0,0,0,0
Bangkok,Phra Khanong,3090625,29,1,1,2019,3,1,0,0,0,0,0
Bangkok,Thon Buri,3090100,29,1,1,2020,2,1,0,0,0,0,0
Bangkok,Phasi Charoen,3090000,35,1,2,2015,7,1,0,0,0,0,0
Samut Prakarn,Muang Samut Prakarn,3090000,34.5,1,1,2018,4,0,0,0,0,1,0
Nonthaburi,Muang Nonthaburi,3090000,44,1,1,2014,8,0,0,1,0,0,0
Nonthaburi,Muang Nonthaburi,3090000,35,1,1,2017,5,0,0,1,0,0,0
Bangkok,Bang Kapi,3090000,27,1,1,2019,3,1,0,0,0,0,0
Bangkok,Bang Kho Laem,3090000,47,1,1,2013,9,1,0,0,0,0,0
Bangkok,Bang Kho Laem,3090000,27,1,1,2018,4,1,0,0,0,0,0
Bangkok,Bang Kho Laem,3090000,30,1,1,2022,0,1,0,0,0,0,0
Bangkok,Bang Kho Laem,3090000,31,1,1,2022,0,1,0,0,0,0,0
Bangkok,Bang Na,3090000,33.78,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Na,3090000,33.78,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Na,3090000,33.78,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Na,3090000,31,1,1,2021,1,1,0,0,0,0,0
Bangkok,Bang Na,3090000,31,1,1,2021,1,1,0,0,0,0,0
Bangkok,Bang Na,3090000,32.76,1,1,2021,1,1,0,0,0,0,0
Bangkok,Bang Phlat,3090000,29,1,1,2018,4,1,0,0,0,0,0
Bangkok,Bang Phlat,3090000,27,1,1,2019,3,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,35,1,1,2014,8,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,35.97,1,1,2014,8,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,35.98,1,1,2014,8,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,33,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,33,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,44,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,44,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,44,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,44,1,1,2017,5,1,0,0,0,0,0
Bangkok,Bang Sue,3090000,32,1,1,2018,4,1,0,0,0,0,0
Bangkok,Bangkok Yai,3090000,32,1,1,2016,6,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,32.23,1,1,2013,9,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,49,1,1,2013,9,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,49.5,1,1,2013,9,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,30.5,1,1,2016,6,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,40,1,1,2016,6,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,48.2,1,1,2016,6,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,30,1,1,2017,5,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,25,1,1,2018,4,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,26.5,1,1,2019,3,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,34.91,1,1,2019,3,1,0,0,0,0,0
Bangkok,Chatuchak,3090000,29,1,1,2021,1,1,0,0,0,0,0
Bangkok,Chom Thong,3090000,30,1,1,2016,6,1,0,0,0,0,0
Bangkok,Chom Thong,3090000,30.65,1,1,2016,6,1,0,0,0,0,0
Bangkok,Din Daeng,3090000,31,1,1,2012,10,1,0,0,0,0,0
Bangkok,Din Daeng,3090000,28,1,1,2018,4,1,0,0,0,0,0
Bangkok,Din Daeng,3090000,30,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,31,1,1,2012,10,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,31,1,1,2012,10,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,21,1,0,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,22,1,1,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,31,1,1,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,31,1,1,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,32,1,1,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,46,1,2,2014,8,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,41,1,1,2017,5,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,42,1,1,2017,5,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37.5,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37.5,1,1,2019,3,1,0,0,0,0,0
Bangkok,Huai Khwang,3090000,37.5,1,1,2019,3,1,0,0,0,0,0
Bangkok,Khlong San,3090000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong San,3090000,22,1,0,2014,8,1,0,0,0,0,0
Bangkok,Khlong Toei,3090000,28,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3090000,28,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3090000,28,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3090000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Khlong Toei,3090000,38,1,1,2014,8,1,0,0,0,0,0
Bangkok,Lak Si,3090000,55.5,1,2,2019,3,1,0,0,0,0,0
Bangkok,Phasi Charoen,3090000,32,1,1,2017,5,1,0,0,0,0,0
Bangkok,Phaya Thai,3090000,33,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phaya Thai,3090000,33,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3090000,28,1,1,2012,10,1,0,0,0,0,0
Bangkok,Phra Khanong,3090000,34,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3090000,34,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3090000,34,1,1,2014,8,1,0,0,0,0,0
Bangkok,Phra Khanong,3090000,34.16,1,1,2021,1,1,0,0,0,0,0
Bangkok,Ratchathewi,3090000,39,1,1,2012,10,1,0,0,0,0,0
Bangkok,Ratchathewi,3090000,23,1,1,2016,6,1,0,0,0,0,0
Bangkok,Ratchathewi,3090000,27,1,1,2017,5,1,0,0,0,0,0
Bangkok,Ratchathewi,3090000,24,1,0,2020,2,1,0,0,0,0,0
Bangkok,Ratchathewi,3090000,25,1,1,2020,2,1,0,0,0,0,0
Bangkok,Sathon,3090000,33.3,1,1,2015,7,1,0,0,0,0,0
Bangkok,Suan Luang,3090000,35,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3090000,43,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3090000,43,1,1,2013,9,1,0,0,0,0,0
Bangkok,Suan Luang,3090000,33,1,1,2015,7,1,0,0,0,0,0
Bangkok,Suan Luang,3090000,30,1,1,2016,6,1,0,0,0,0,0
Bangkok,Thon Buri,3090000,48,1,2,2013,9,1,0,0,0,0,0
Bangkok,Thon Buri,3090000,30,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thon Buri,3090000,43,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thon Buri,3090000,43,1,1,2015,7,1,0,0,0,0,0
Bangkok,Thon Buri,3090000,23,1,1,2017,5,1,0,0,0,0,0
Bangkok,Thon Buri,3090000,31,1,1,2017,5,1,0,0,0,0,0
Bangkok,Thon Buri,3090000,24,1,1,2021,1,1,0,0,0,0,0
Bangkok,Wang Thonglang,3090000,29,1,1,2020,2,1,0,0,0,0,0
Bangkok,Watthana,3090000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3090000,30,1,1,2013,9,1,0,0,0,0,0
Bangkok,Watthana,3090000,31,1,1,2015,7,1,0,0,0,0,0
Bangkok,Watthana,3090000,26,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,3090000,26,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,3090000,26,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,3090000,26,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,3090000,26,1,1,2019,3,1,0,0,0,0,0
Bangkok,Watthana,3090000,26.64,1,1,2019,3,1,0,0,0,0,0
Bangkok,Yan Nawa,3090000,33,1,1,2012,10,1,0,0,0,0,0
Bangkok,Prawet,3090000,52.24,2,2,2014,8,1,0,0,0,0,0
Bangkok,Thon Buri,3089300,30,1,1,2020,2,1,0,0,0,0,0
Bangkok,Bang Kapi,3089000,35.38,1,1,2013,9,1,0,0,0,0,0
Bangkok,Huai Khwang,3089000,30,1,1,2017,5,1,0,0,0,0,0
Bangkok,Watthana,3089000,26,1,1,2015,7,1,0,0,0,0,0
Bangkok,Huai Khwang,3088400,28,1,1,2022,0,1,0,0,0,0,0
